fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin
"2020-04-18,8309X,UTIEL,VALENCIA,758,""13,9"",""0,2"",""7,5"",06:00,""20,3"",14:20,15,""3,9"",""10,8"",15:20,""6,9"",""929,9"",00,""925,3"",24"
"2020-04-19,8309X,UTIEL,VALENCIA,758,""13,4"",""7,8"",""10,0"",22:00,""16,8"",15:50,32,""1,7"",""6,4"",19:40,""0,6"",""925,3"",00,""920,5"",15"
"2020-04-20,8309X,UTIEL,VALENCIA,758,""13,8"",""0,0"",""8,3"",06:40,""19,2"",15:40,26,""4,4"",""13,9"",16:30,""10,6"",""922,1"",21,""920,1"",15"
"2020-04-21,8309X,UTIEL,VALENCIA,758,""9,2"",""17,6"",""7,8"",05:40,""10,5"",00:50,28,""2,5"",""9,4"",04:30,""0,0"",""921,6"",00,""919,2"",05"
"2020-04-22,8309X,UTIEL,VALENCIA,758,""14,8"",""0,4"",""9,8"",00:50,""19,9"",13:20,34,""3,9"",""15,0"",02:30,""4,7"",""932,4"",Varias,""921,2"",01"
"2020-04-23,8309X,UTIEL,VALENCIA,758,""13,6"",""0,2"",""8,3"",04:00,""18,9"",14:30,12,""1,9"",""6,1"",15:10,""1,1"",""933,3"",10,""930,1"",18"
"2020-04-24,8309X,UTIEL,VALENCIA,758,""13,8"",""0,0"",""7,9"",23:59,""19,7"",13:50,15,""3,3"",""10,0"",14:20,""10,9"",""931,4"",00,""925,9"",Varias"
"2020-04-25,8309X,UTIEL,VALENCIA,758,""13,2"",""0,0"",""6,6"",02:00,""19,9"",13:30,15,""3,1"",""8,6"",13:40,""10,9"",""926,6"",00,""921,5"",15"
"2020-04-26,8309X,UTIEL,VALENCIA,758,""15,0"",""4,6"",""7,9"",06:00,""22,2"",15:20,26,""2,2"",""8,6"",12:40,""8,6"",""926,5"",22,""923,1"",05"
"2020-04-27,8309X,UTIEL,VALENCIA,758,""14,0"",""0,0"",""9,3"",23:50,""18,8"",13:20,26,""3,9"",""11,4"",17:20,""5,8"",""926,8"",Varias,""924,4"",15"
"2020-04-28,8309X,UTIEL,VALENCIA,758,""12,9"",""0,0"",""7,1"",04:00,""18,7"",14:00,27,""6,9"",""12,5"",14:30,""9,1"",""930,8"",24,""926,5"",01"
"2020-04-29,8309X,UTIEL,VALENCIA,758,""13,0"",""0,0"",""5,3"",05:40,""20,8"",15:50,28,""6,4"",""15,3"",13:10,""11,2"",""931,6"",08,""929,3"",19"
"2020-04-30,8309X,UTIEL,VALENCIA,758,""15,4"",""0,4"",""10,9"",06:00,""20,0"",15:00,27,""6,4"",""15,0"",12:10,""6,0"",""932,8"",24,""929,3"",06"
"2020-05-01,8309X,UTIEL,VALENCIA,758,""17,3"",""0,0"",""11,3"",05:00,""23,3"",14:50,30,""5,8"",""14,2"",14:20,""11,2"",""934,7"",24,""931,5"",14"
"2020-05-02,8309X,UTIEL,VALENCIA,758,""20,6"",""0,0"",""12,6"",05:30,""28,5"",15:00,27,""3,9"",""11,7"",15:40,""12,4"",""934,7"",Varias,""932,1"",Varias"
"2020-05-03,8309X,UTIEL,VALENCIA,758,""19,6"",""0,0"",""9,5"",04:50,""29,7"",14:40,12,""3,1"",""9,7"",16:10,""12,6"",""933,6"",08,""930,4"",16"
"2020-05-04,8309X,UTIEL,VALENCIA,758,""19,8"",""0,0"",""10,8"",05:50,""28,8"",14:00,14,""3,6"",""10,8"",13:50,""10,8"",""931,4"",00,""927,6"",18"
"2020-05-05,8309X,UTIEL,VALENCIA,758,""18,7"",""0,0"",""10,3"",06:00,""27,1"",16:30,25,""3,3"",""8,9"",12:00,""8,9"",""930,3"",23,""927,8"",02"
"2020-05-06,8309X,UTIEL,VALENCIA,758,""19,6"",""0,0"",""9,9"",05:00,""29,2"",14:40,13,""2,8"",""10,3"",16:10,""12,6"",""932,5"",Varias,""929,3"",15"
"2020-05-07,8309X,UTIEL,VALENCIA,758,""17,4"",""0,0"",""11,4"",23:59,""23,5"",12:40,11,""3,9"",""11,7"",11:00,""8,3"",""933,0"",21,""931,0"",05"
"2020-05-08,8309X,UTIEL,VALENCIA,758,""16,3"",""0,0"",""8,6"",04:40,""24,0"",14:00,16,""3,3"",""11,7"",12:20,""9,9"",""932,3"",08,""927,6"",12"
"2020-05-09,8309X,UTIEL,VALENCIA,758,""17,8"",""1,2"",""10,7"",02:40,""25,0"",12:20,12,""2,5"",""10,6"",15:40,""5,7"",""929,3"",00,""922,2"",16"
